"","cycle","st_cd_fips","party","total_ads","stations","attack_ad_pct"
"618",2010,"4216","R",126,252,0.261904761904762
"619",2010,"4217","D",2098,15068,0.0691134413727359
"620",2010,"4217","R",103,206,1
"621",2010,"4218","D",124,422,0
"622",2010,"4401","D",3063,14810,0.0352595494613124
"623",2010,"4401","R",437,1621,0.116704805491991
"624",2010,"4402","D",363,1701,0
"625",2010,"4402","R",25,50,0
"626",2010,"4501","D",23,23,0
"627",2010,"4501","R",2681,19118,0
"628",2010,"4502","D",4840,43510,0.298553719008264
"629",2010,"4502","R",4048,32092,0.234683794466403
"630",2010,"4503","D",39,117,0
"631",2010,"4503","R",3030,18201,0
"632",2010,"4504","R",1957,6652,0
"633",2010,"4505","D",6075,81658,0.60641975308642
"634",2010,"4505","R",7005,101611,0.631834403997145
"635",2010,"4506","D",266,3667,0
"636",2010,"4601","D",9568,74492,0.170255016722408
"637",2010,"4601","R",8065,60043,0.487290762554247
"638",2010,"4702","R",36,108,0
"639",2010,"4703","D",72,134,0
"640",2010,"4703","R",4140,27873,0.0328502415458937
"641",2010,"4704","D",2344,22665,0.662542662116041
"642",2010,"4704","R",3602,27912,0.59106052193226
"643",2010,"4705","D",434,2604,0
"644",2010,"4705","R",19,57,0.421052631578947
"645",2010,"4706","D",144,426,0
"646",2010,"4706","R",3108,15959,0.324967824967825
"647",2010,"4708","D",1663,20791,0.613349368610944
"648",2010,"4708","R",13368,117135,0.307899461400359
"649",2010,"4709","D",168,840,0
"650",2010,"4709","R",202,801,0.440594059405941
"651",2010,"4804","R",83,399,0
"652",2010,"4815","R",55,55,0
"653",2010,"4816","D",231,774,NA
"654",2010,"4816","R",35,35,0
"655",2010,"4817","D",4065,18665,0.527429274292743
"656",2010,"4817","R",3361,12549,0.456411782207676
"657",2010,"4818","D",10,30,0
"658",2010,"4820","D",263,869,0
"659",2010,"4820","R",10,10,1
"660",2010,"4823","D",2341,10462,0.752669799231098
"661",2010,"4823","R",1861,7607,0.739387426114992
"662",2010,"4825","D",623,2492,0
"663",2010,"4825","R",129,258,0.387596899224806
"664",2010,"4826","D",1,1,0
"665",2010,"4827","D",1065,4569,0.583098591549296
"666",2010,"4827","R",459,2671,0.89760348583878
"667",2010,"4828","D",74,370,0
"668",2010,"4830","R",71,284,1
"669",2010,"4902","D",2049,12210,0.120058565153734
"670",2010,"4902","R",128,363,NA
"671",2010,"5102","D",4777,28662,0.312120577768474
"672",2010,"5102","R",4629,27969,0.384964355152301
"673",2010,"5105","D",12467,132101,0.564690783668886
"674",2010,"5105","R",7711,66415,0.821683309557775
"675",2010,"5107","D",33,82,0
"676",2010,"5107","R",452,2254,NA
"677",2010,"5109","D",5547,46053,0.126194339282495
"678",2010,"5109","R",4261,29679,0.697019478995541
"679",2010,"5111","D",1836,10898,0.507625272331155
"680",2010,"5111","R",1632,7043,1
"681",2010,"5302","D",1103,6910,1
"682",2010,"5302","R",566,2157,0.454063604240283
"683",2010,"5303","D",3256,23750,0.665233415233415
"684",2010,"5303","R",3384,18474,0.903073286052009
"685",2010,"5305","D",115,345,0
"686",2010,"5308","D",2678,18406,0.408887229275579
"687",2010,"5308","R",1334,9338,0.734632683658171
"688",2010,"5309","D",59,295,0
"689",2010,"5403","D",2427,17066,0.478368355995056
"690",2010,"5403","R",4411,30973,0.580820675583768
"691",2010,"5502","R",50,100,0
"692",2010,"5503","D",361,1444,0
"693",2010,"5503","R",3704,46880,0.9292656587473
"694",2010,"5504","D",67,268,0
"695",2010,"5507","D",157,1413,1
"696",2010,"5507","R",37,407,1
"697",2010,"5508","D",2941,18801,0.689561373682421
"698",2010,"5508","R",3426,17924,0.622008172796264
"699",2010,"NA01","R",75,356,0.253333333333333
"700",2012,"0101","R",1485,4642,0
"701",2012,"0102","D",22,22,0
"702",2012,"0102","R",515,3605,0
"703",2012,"0104","R",194,970,0
"704",2012,"0105","R",292,853,0.410958904109589
"705",2012,"0106","D",35,96,0
"706",2012,"0106","R",952,4947,0
"707",2012,"0201","R",395,1967,0
"708",2012,"0401","D",4725,33075,0.553439153439153
"709",2012,"0401","R",4211,26352,0.66278793635716
"710",2012,"0402","D",3683,21982,0.297583491718708
"711",2012,"0402","R",3042,13520,0.279750164365549
"712",2012,"0403","D",14,14,NA
"713",2012,"0404","R",574,2870,1
"714",2012,"0405","R",128,256,0
"715",2012,"0406","R",2159,10776,0.476609541454377
"716",2012,"0408","D",5598,32670,0.28420864594498
"717",2012,"0408","R",4576,23117,0.464379370629371
"718",2012,"0409","D",4098,25840,0.351634943875061
"719",2012,"0409","R",3161,18411,0.855109142676368
"720",2012,"0501","D",283,2004,0.180212014134276
"721",2012,"0501","R",539,2695,0
"722",2012,"0502","D",120,1440,0
"723",2012,"0502","R",232,1160,0
"724",2012,"0504","D",543,3556,0
"725",2012,"0504","R",3090,30439,0
"726",2012,"0603","D",805,4628,0
"727",2012,"0603","R",572,2940,0.286713286713287
"728",2012,"0606","D",174,1044,0
"729",2012,"0607","D",5071,30426,0.588444093867087
"730",2012,"0607","R",3793,22336,0.69232797258107
"731",2012,"0609","D",3449,20694,0.376340968396637
"732",2012,"0609","R",3407,20114,0.509539184032873
"733",2012,"0610","D",5040,28505,NA
"734",2012,"0610","R",3508,20934,NA
"735",2012,"0611","R",1,1,0
"736",2012,"0616","D",1047,3775,NA
"737",2012,"0616","R",398,1142,NA
"738",2012,"0617","R",22,66,0
"739",2012,"0619","R",1190,7140,1
"740",2012,"0620","D",327,984,NA
"741",2012,"0621","D",1544,9398,NA
"742",2012,"0621","R",3653,29565,NA
"743",2012,"0622","D",362,1267,NA
"744",2012,"0623","R",231,924,0
"745",2012,"0624","D",8615,34040,NA
"746",2012,"0624","R",9838,39180,0.362167107135597
"747",2012,"0626","D",343,553,0
"748",2012,"0626","R",1343,1343,0.405807892777364
"749",2012,"0633","D",131,655,1
"750",2012,"0635","D",942,5989,NA
"751",2012,"0636","D",7415,27778,NA
"752",2012,"0636","R",5510,22728,NA
"753",2012,"0638","R",1,1,0
"754",2012,"0639","D",4,16,0
"755",2012,"0652","D",7932,49681,NA
"756",2012,"0652","R",6634,38812,0.79167922821827
"757",2012,"0803","D",4644,49201,0.297157622739018
"758",2012,"0803","R",4801,43926,0.913143095188502
"759",2012,"0804","D",69,897,0
"760",2012,"0805","R",2061,7983,0.424065987384765
"761",2012,"0806","D",3830,24434,0.592950391644909
"762",2012,"0806","R",3822,22932,0.742804814233386
"763",2012,"0807","D",3078,19026,0.292072774528915
"764",2012,"0807","R",4053,25366,0.497162595608191
"765",2012,"0902","D",471,2726,0
"766",2012,"0905","D",5769,34181,0.35136072109551
"767",2012,"0905","R",3458,18392,0.328513591671486
"768",2012,"1202","D",4878,31722,0.305248052480525
"769",2012,"1202","R",4140,30028,0.652415458937198
"770",2012,"1203","R",1425,10239,0
"771",2012,"1206","R",8,24,0
"772",2012,"1207","R",964,6523,0.271784232365145
"773",2012,"1209","D",1123,7675,0.627782724844167
"774",2012,"1209","R",296,1472,NA
"775",2012,"1210","D",2818,18704,0.558552164655784
"776",2012,"1210","R",780,5460,1
"777",2012,"1212","R",57,228,0
"778",2012,"1213","D",134,536,0
"779",2012,"1213","R",150,584,0
"780",2012,"1214","R",43,43,NA
"781",2012,"1216","D",546,2250,0.00732600732600733
"782",2012,"1216","R",1230,2846,NA
"783",2012,"1218","D",4769,21906,0.573076116586286
"784",2012,"1218","R",7656,36595,0.514890282131661
"785",2012,"1219","D",18,36,0
"786",2012,"1219","R",2313,10236,0.140077821011673
"787",2012,"1222","D",2334,11457,0.350471293916024
"788",2012,"1222","R",1050,4426,NA
"789",2012,"1223","D",127,508,0
"790",2012,"1223","R",88,264,0
"791",2012,"1226","D",17,17,NA
"792",2012,"1226","R",44,71,NA
"793",2012,"1227","R",53,106,NA
"794",2012,"1301","D",134,358,0
"795",2012,"1301","R",159,636,0
"796",2012,"1302","D",865,9515,0
"797",2012,"1302","R",628,4886,0
"798",2012,"1312","D",15991,160146,0.376649365267963
"799",2012,"1312","R",12353,98420,0.616773253460698
"800",2012,"1501","D",800,4000,0
"801",2012,"1501","R",1326,5997,0
"802",2012,"1502","D",3382,15966,0
"803",2012,"1602","D",65,251,0
"804",2012,"1602","R",1591,13939,0
"805",2012,"1702","D",332,2324,0
"806",2012,"1708","D",2629,15527,0.303917839482693
"807",2012,"1708","R",2168,11131,0.708025830258303
"808",2012,"1710","D",1874,11973,0.704909284951974
"809",2012,"1710","R",3378,21924,0.680876258140912
"810",2012,"1711","D",2655,19594,0.544256120527307
"811",2012,"1711","R",2741,16703,0.813206858810653
"812",2012,"1712","D",4372,31170,NA
"813",2012,"1712","R",4545,30213,NA
"814",2012,"1713","D",5358,32577,0.641284061216872
"815",2012,"1713","R",5342,32172,0.733807562710595
"816",2012,"1715","D",10,26,0
"817",2012,"1715","R",358,1074,0
"818",2012,"1717","D",7727,68783,0.419826582114663
"819",2012,"1717","R",8706,102049,0.664139673788192
"820",2012,"1718","R",1205,12050,0
"821",2012,"1802","D",2992,11965,0.229612299465241
"822",2012,"1802","R",3846,15139,0.426937077483099
"823",2012,"1803","R",367,1101,0
"824",2012,"1805","R",1395,5718,0
"825",2012,"1806","R",601,2401,0
"826",2012,"1807","D",429,2145,0
"827",2012,"1808","D",3434,23760,0.549796156086197
"828",2012,"1808","R",3803,25347,0.585064422824086
"829",2012,"1809","D",149,596,0
"830",2012,"1809","R",1329,9624,0
"831",2012,"1901","D",2386,13549,0.501257334450964
"832",2012,"1901","R",2588,10219,0.335394126738794
"833",2012,"1902","D",3568,41559,0.36042600896861
"834",2012,"1902","R",1513,7207,0.678122934567085
"835",2012,"1903","D",5346,48065,0.879161990273101
"836",2012,"1903","R",5798,41351,0.630389789582615
"837",2012,"1904","D",4486,39680,0.509808292465448
"838",2012,"1904","R",4298,33484,0.401116798510935
"839",2012,"2001","R",486,2430,0
"840",2012,"2002","R",897,8970,0
"841",2012,"2103","D",118,590,0
"842",2012,"2104","R",1292,10381,0.260835913312694
"843",2012,"2105","R",343,1372,0
"844",2012,"2106","D",6258,25887,0.493608181527645
"845",2012,"2106","R",5713,23786,0.633817608962016
"846",2012,"22","D",5,5,0
"847",2012,"2202","D",16,48,0
"848",2012,"2203","D",598,2842,1
"849",2012,"2203","R",4721,21891,0.346113111628892
"850",2012,"2301","D",514,1990,0
"851",2012,"2301","R",28,84,0
"852",2012,"2302","D",2251,20259,0.182141270546424
"853",2012,"2302","R",1003,7260,0.198404785643071
"854",2012,"2401","R",325,1625,0
"855",2012,"2402","D",268,1608,0
"856",2012,"2402","R",20,40,0
"857",2012,"2406","D",152,548,0
"858",2012,"2501","D",1307,5734,0
"859",2012,"2504","D",945,9923,0
"860",2012,"2504","R",101,404,0
"861",2012,"2506","D",1339,6552,0.749813293502614
"862",2012,"2506","R",1925,9301,0.805714285714286
"863",2012,"2603","D",2930,14650,0.15938566552901
"864",2012,"2603","R",358,1432,0
"865",2012,"2604","R",1804,19144,0
"866",2012,"2605","D",186,744,0
"867",2012,"2605","R",138,469,0
"868",2012,"2606","D",562,3317,0
"869",2012,"2606","R",2998,18775,0
"870",2012,"2607","R",340,1360,0
"871",2012,"2608","R",348,1392,0
"872",2012,"2609","R",23,46,0
"873",2012,"2611","D",201,785,0.557213930348259
"874",2012,"2611","R",408,2185,0.747549019607843
"875",2012,"2613","D",55,110,0
"876",2012,"2614","D",379,1895,0
"877",2012,"2701","D",242,1163,0
"878",2012,"2702","D",731,5117,0
"879",2012,"2702","R",616,3080,0
"880",2012,"2703","D",13,26,0
"881",2012,"2703","R",832,4668,0
"882",2012,"2705","R",2,2,0.5
"883",2012,"2706","D",1601,9606,0.233603997501562
"884",2012,"2706","R",2440,15454,0.856147540983607
"885",2012,"2707","D",652,2608,0
"886",2012,"2707","R",137,548,1
"887",2012,"2708","D",5579,49761,0.672701200932067
"888",2012,"2708","R",3860,25721,0.801554404145078
"889",2012,"2801","R",1466,10036,0.0347885402455662
"890",2012,"2802","D",245,852,0
"891",2012,"2802","R",6,12,1
"892",2012,"2901","D",43,124,0
"893",2012,"2902","D",48,192,0
"894",2012,"2902","R",551,2681,0
"895",2012,"2904","D",796,6543,0
"896",2012,"2904","R",1400,12647,0
"897",2012,"2907","R",335,2590,0
"898",2012,"2908","R",278,2780,0
"899",2012,"3001","D",4181,58302,0
"900",2012,"3001","R",3041,49381,0
"901",2012,"3102","D",728,2912,0
"902",2012,"3102","R",1170,5724,0
"903",2012,"3201","D",141,282,NA
"904",2012,"3203","D",4385,29909,NA
"905",2012,"3203","R",4052,25546,NA
"906",2012,"3204","D",2828,19500,0.480551626591231
"907",2012,"3204","R",4873,32256,0.677611327724195
"908",2012,"3301","D",1311,5735,0.641495041952708
"909",2012,"3301","R",1400,3539,0.527857142857143
"910",2012,"3302","D",3250,16919,0.596307692307692
"911",2012,"3302","R",1474,3444,0.864314789687924
"912",2012,"3403","D",454,2114,1
"913",2012,"3403","R",408,1608,0.941176470588235
"914",2012,"3409","D",143,429,1
"915",2012,"3409","R",18,72,0
"916",2012,"3501","D",3271,15201,NA
"917",2012,"3501","R",460,1350,0.0804347826086956
"918",2012,"3502","R",279,1116,0
"919",2012,"3503","R",29,87,0
"920",2012,"3601","D",249,249,0.72289156626506
"921",2012,"3601","R",136,136,0.257352941176471
"922",2012,"3604","D",92,92,0
"923",2012,"3607","D",17,34,NA
"924",2012,"3618","D",327,1644,0.388379204892966
"925",2012,"3618","R",15,15,1
"926",2012,"3619","D",3870,22416,0.428423772609819
"927",2012,"3619","R",5353,57333,0.253502708761442
"928",2012,"3620","D",252,1008,0
"929",2012,"3620","R",4,4,0
"930",2012,"3621","D",7161,59360,0.430526462784527
"931",2012,"3621","R",7944,74298,0.786002014098691
"932",2012,"3622","D",266,2660,0
"933",2012,"3622","R",595,6224,0
"934",2012,"3623","D",942,8478,0
"935",2012,"3623","R",382,2287,0
"936",2012,"3624","D",5823,34268,0.627511591962906
"937",2012,"3624","R",5708,28810,0.586545199719692
"938",2012,"3625","D",4586,24814,0.573702573048408
"939",2012,"3625","R",4317,22556,0.802409080379893
"940",2012,"3626","D",21,63,0
"941",2012,"3626","R",300,1648,0.873333333333333
"942",2012,"3627","D",8279,77008,0.59149655755526
"943",2012,"3627","R",4462,34037,0.712460779919319
"944",2012,"3702","R",149,675,0
"945",2012,"3703","R",48,192,0
"946",2012,"3704","R",70,140,0
"947",2012,"3706","R",1,1,0
"948",2012,"3707","D",4546,39860,0.315442146942367
"949",2012,"3707","R",3303,27425,0.686042991220103
"950",2012,"3708","D",516,3096,0
"951",2012,"3708","R",3625,17811,0.387862068965517
"952",2012,"3709","D",497,3250,0
"953",2012,"3709","R",2473,11433,0.154468257177517
"954",2012,"3711","D",104,104,0
"955",2012,"3711","R",689,952,NA
"956",2012,"3713","R",639,1895,0.34585289514867
"957",2012,"3801","D",849,6030,0.186101295641932
"958",2012,"3801","R",2353,17722,0
"959",2012,"3901","R",245,980,0
"960",2012,"3902","R",208,704,0
"961",2012,"3903","D",639,2495,0
"962",2012,"3905","D",353,1412,0
"963",2012,"3905","R",879,5388,0
"964",2012,"3906","D",5385,45296,0.490993500464253
"965",2012,"3906","R",4332,29829,0.730378578024007
"966",2012,"3907","D",435,1734,0.501149425287356
"967",2012,"3907","R",330,1650,0
"968",2012,"3908","R",8,40,0.75
"969",2012,"3909","D",1448,7053,0
"970",2012,"3910","D",450,2250,0.455555555555556
"971",2012,"3910","R",355,1746,0
"972",2012,"3912","R",560,3000,0
"973",2012,"3913","D",3,6,0
"974",2012,"3915","R",1024,5120,0
"975",2012,"3916","D",3740,20313,0.84144385026738
"976",2012,"3916","R",3702,17281,0.693949216639654
"977",2012,"4001","D",115,460,0
"978",2012,"4001","R",916,3948,0.0895196506550218
"979",2012,"4002","D",4256,33421,0.0914003759398496
"980",2012,"4002","R",3199,21177,0.125976867771179
"981",2012,"4003","R",906,7248,0
"982",2012,"4004","R",199,796,0
"983",2012,"4005","D",167,501,0
"984",2012,"4005","R",212,848,0
"985",2012,"4101","D",2712,16239,0.675884955752212
"986",2012,"4101","R",1215,6942,0
"987",2012,"4102","R",2123,24497,0
"988",2012,"4105","D",647,3882,0
"989",2012,"4204","R",505,2020,0
"990",2012,"4205","R",218,1526,0
"991",2012,"4206","D",394,1902,0
"992",2012,"4208","R",747,4345,0
"993",2012,"4210","D",60,180,0
"994",2012,"4210","R",246,1117,0.540650406504065
"995",2012,"4211","D",550,21278,0.965454545454545
"996",2012,"4211","R",518,2590,0
"997",2012,"4212","D",9067,72807,0.450645196867762
"998",2012,"4212","R",6808,55886,0.562426556991774
"999",2012,"4215","R",116,116,0
"1000",2012,"4216","R",116,348,0
"1001",2012,"4217","D",2533,10578,0.125937623371496
"1002",2012,"4218","D",510,3060,0.523529411764706
"1003",2012,"4218","R",1173,6297,0
"1004",2012,"4401","D",3541,17095,0.297373623270263
"1005",2012,"4401","R",2367,9468,0.370933671313899
"1006",2012,"4402","D",265,883,0
"1007",2012,"4402","R",375,1479,0.752
"1008",2012,"4501","R",392,1960,0
"1009",2012,"4507","R",233,1349,0
"1010",2012,"4601","D",3737,28507,0
"1011",2012,"4601","R",3111,23727,0.0382513661202186
"1012",2012,"4703","D",145,394,0
"1013",2012,"4703","R",6067,44262,0.19498928630295
"1014",2012,"4704","D",1329,10552,0.592174567343868
"1015",2012,"4704","R",1741,13928,0.678920160827111
"1016",2012,"4706","R",1988,7592,0.386317907444668
"1017",2012,"4709","D",311,1555,0
"1018",2012,"4709","R",1706,7784,0
"1019",2012,"4814","D",18,90,1
"1020",2012,"4815","D",1177,3063,NA
"1021",2012,"4815","R",169,169,NA
"1022",2012,"4816","D",504,1333,NA
"1023",2012,"4816","R",98,320,NA
"1024",2012,"4823","D",5421,27557,NA
"1025",2012,"4823","R",4088,21297,NA
"1026",2012,"4824","R",2,2,0
"1027",2012,"4825","R",1659,11084,0
"1028",2012,"4827","D",541,1351,NA
"1029",2012,"4827","R",419,1594,NA
"1030",2012,"4828","D",317,2054,NA
"1031",2012,"4830","D",18,36,0
"1032",2012,"4833","D",3105,11906,NA
"1033",2012,"4834","D",786,2110,NA
"1034",2012,"4834","R",79,193,NA
"1035",2012,"4835","D",724,2884,0
"1036",2012,"4904","D",7305,42042,0.531416837782341
"1037",2012,"4904","R",6058,32276,0.504456916474084
"1038",2012,"5102","D",2770,16430,0.429963898916968
"1039",2012,"5102","R",1940,10978,0.124226804123711
"1040",2012,"5104","R",232,1160,0
"1041",2012,"5105","D",2015,15633,0
"1042",2012,"5105","R",1722,12399,0.463995354239257
"1043",2012,"5106","R",138,513,0
"1044",2012,"5107","D",282,1128,0
"1045",2012,"5107","R",1007,4015,0.176762661370407
"1046",2012,"5109","D",549,4245,0
"1047",2012,"5109","R",293,2344,0
"1048",2012,"5301","D",3814,24559,0.34976402726796
"1049",2012,"5303","R",979,4895,0
"1050",2012,"5305","D",580,1740,0.396551724137931
"1051",2012,"5305","R",1509,5024,0
"1052",2012,"5306","D",651,3255,0
"1053",2012,"5306","R",451,1924,0
"1054",2012,"5308","D",64,242,0
"1055",2012,"5308","R",328,1312,0
"1056",2012,"5309","D",158,790,0
"1057",2012,"5310","D",955,6211,0
"1058",2012,"5403","D",2618,17005,0.317417876241406
"1059",2012,"5403","R",2033,13268,0.700442695523856
"1060",2012,"5501","D",464,1856,0.0323275862068966
"1061",2012,"5501","R",2067,15334,0
"1062",2012,"5502","D",1605,6309,0.139563862928349
"1063",2012,"5507","D",575,5240,1
"1064",2012,"5507","R",1755,18349,0.639316239316239
"1065",2012,"5508","D",2467,14481,0.333603567085529
"1066",2012,"5508","R",2855,14549,0.32784588441331
"1067",2014,"0106","D",183,732,0
"1068",2014,"0106","R",242,1210,0
"1069",2014,"0201","R",210,1470,0
"1070",2014,"0401","D",9802,68191,0.656090593756376
"1071",2014,"0401","R",5601,36867,0.815925727548652
"1072",2014,"0402","D",12107,69309,NA
"1073",2014,"0402","R",10549,53648,NA
"1074",2014,"0409","D",3325,18417,0.158496240601504
"1075",2014,"0409","R",720,4320,0.494444444444444
"1076",2014,"0501","D",4,12,1
"1077",2014,"0502","D",3794,20159,0.487084870848708
"1078",2014,"0502","R",2104,9424,NA
"1079",2014,"0504","D",1465,12998,0
"1080",2014,"0504","R",494,2778,0
"1081",2014,"0603","D",126,718,0
"1082",2014,"0606","D",24,72,0
"1083",2014,"0607","D",6781,40686,NA
"1084",2014,"0607","R",7034,41993,NA
"1085",2014,"0609","D",314,1884,0
"1086",2014,"0610","D",785,4710,0.363057324840764
"1087",2014,"0616","D",532,1822,0
"1088",2014,"0617","D",417,2919,1
"1089",2014,"0620","D",200,800,NA
"1090",2014,"0621","D",3067,22156,0.0622758395826541
"1091",2014,"0621","R",6157,52812,0.13171999350333
"1092",2014,"0622","R",359,1795,0
"1093",2014,"0623","R",1131,3422,0
"1094",2014,"0624","D",3068,12272,0.561277705345502
"1095",2014,"0624","R",166,498,NA
"1096",2014,"0626","D",1845,4445,0.899186991869919
"1097",2014,"0633","D",134,804,0
"1098",2014,"0633","R",458,2357,0
"1099",2014,"0636","D",6282,32152,0.181789239095829
"1100",2014,"0636","R",1030,2862,0
"1101",2014,"0652","D",9052,62820,NA
"1102",2014,"0652","R",6217,37302,0.575357889657391
"1103",2014,"0803","R",748,4488,0
"1104",2014,"0805","D",899,3596,0.330367074527253
"1105",2014,"0806","D",6258,36465,0.643975711089805
"1106",2014,"0806","R",4376,26339,0.680987202925046
"1107",2014,"0905","D",3518,21108,0.25667993177942
"1108",2014,"0905","R",944,4178,0.255296610169492
"1109",2014,"1202","D",12249,84554,0.599640787003021
"1110",2014,"1202","R",10484,67588,NA
"1111",2014,"1209","D",110,770,0
"1112",2014,"1213","D",4672,32991,0.611515410958904
"1113",2014,"1213","R",3558,21201,0.537942664418212
"1114",2014,"1216","R",25,125,0
"1115",2014,"1218","D",3629,17841,0.0267291264811243
"1116",2014,"1218","R",681,2714,0.3215859030837
"1117",2014,"1219","D",19,19,0
"1118",2014,"1219","R",12,24,0
"1119",2014,"1222","D",404,2020,0
"1120",2014,"1226","D",5386,32295,NA
"1121",2014,"1226","R",3468,19064,0.66522491349481
"1122",2014,"1301","R",790,6480,0.318987341772152
"1123",2014,"1304","D",189,1323,0
"1124",2014,"1312","D",18475,184794,0.317943166441137
"1125",2014,"1312","R",11278,94885,0.800762546550807
"1126",2014,"1501","D",2146,10636,0
"1127",2014,"1501","R",1905,9445,0.183202099737533
"1128",2014,"1602","D",162,1472,NA
"1129",2014,"1602","R",156,1560,0
"1130",2014,"1702","D",12,48,0
"1131",2014,"1708","D",258,1290,0
"1132",2014,"1710","D",3950,27148,NA
"1133",2014,"1710","R",2953,17203,0.628174737555029
"1134",2014,"1711","D",460,2760,0
"1135",2014,"1712","D",8733,54805,NA
"1136",2014,"1712","R",5571,36778,NA
"1137",2014,"1713","D",3664,19268,0.532205240174673
"1138",2014,"1713","R",3166,17265,0.275426405559065
"1139",2014,"1717","D",8288,85484,0.287282818532819
"1140",2014,"1717","R",683,5854,0.512445095168375
"1141",2014,"1802","D",1159,4636,0
"1142",2014,"1802","R",2199,8796,0.196452933151432
"1143",2014,"1808","R",113,678,0
"1144",2014,"1901","D",2228,8908,NA
"1145",2014,"1901","R",1674,6696,0.362007168458781
"1146",2014,"1902","D",2723,28672,0.601909658464928
"1147",2014,"1902","R",1925,17655,0.765714285714286
"1148",2014,"1903","D",8116,55407,NA
"1149",2014,"1903","R",4456,32090,0.704219030520646
"1150",2014,"1904","D",3752,40806,0.0900852878464819
"1151",2014,"1904","R",1103,11375,0
"1152",2014,"2002","R",3806,44254,0.462953231739359
"1153",2014,"2003","D",366,1464,1
"1154",2014,"2003","R",696,2784,0.191091954022989
"1155",2014,"2004","R",239,956,0
"1156",2014,"2102","D",74,370,0
"1157",2014,"2103","D",301,1204,0
"1158",2014,"2103","R",207,340,0.463768115942029
"1159",2014,"2106","D",902,4572,0.364745011086475
"1160",2014,"2106","R",2053,10402,0
"1161",2014,"2201","R",408,1632,0
"1162",2014,"2202","D",45,135,0
"1163",2014,"2203","R",333,1332,0
"1164",2014,"2205","R",15,30,0
"1165",2014,"2206","R",788,2867,0
"1166",2014,"2301","D",249,996,0
"1167",2014,"2302","D",5442,54076,0.47170158030136
"1168",2014,"2302","R",3845,32741,0.492327698309493
"1169",2014,"2401","D",423,3384,0
"1170",2014,"2406","D",245,922,0
"1171",2014,"2506","D",1350,7459,0.545925925925926
"1172",2014,"2506","R",873,4570,0.241695303550974
"1173",2014,"2509","D",112,448,0
"1174",2014,"2509","R",55,220,0
"1175",2014,"2603","D",71,284,1
"1176",2014,"2604","R",598,4784,0
"1177",2014,"2606","D",3128,17729,0.652813299232737
"1178",2014,"2606","R",2942,25864,0
"1179",2014,"2607","D",1921,8736,0.452368558042686
"1180",2014,"2607","R",1956,10408,0.655930470347648
"1181",2014,"2608","D",779,3116,0
"1182",2014,"2608","R",268,1072,0
"1183",2014,"2611","D",128,509,0
"1184",2014,"2611","R",695,3406,0.482014388489209
"1185",2014,"2614","D",14,14,0
"1186",2014,"2702","D",369,2214,0
"1187",2014,"2702","R",1392,6960,0.32183908045977
"1188",2014,"2703","R",637,3514,0
"1189",2014,"2707","D",5938,59382,0.496295048837993
"1190",2014,"2707","R",4288,40167,0.829757462686567
"1191",2014,"2708","D",7708,74986,0.64193046185781
"1192",2014,"2708","R",4960,43522,0.806451612903226
"1193",2014,"2803","D",8,16,0
"1194",2014,"2907","R",664,5976,0
"1195",2014,"2908","D",56,56,0
"1196",2014,"2908","R",32,32,0
"1197",2014,"3001","D",6534,106313,0.212121212121212
"1198",2014,"3001","R",4806,64371,NA
"1199",2014,"3102","D",3553,17429,0.556994089501829
"1200",2014,"3102","R",2894,11862,0.659295093296476
"1201",2014,"3201","D",341,682,0
"1202",2014,"3201","R",29,29,0
"1203",2014,"3203","D",413,1743,0.188861985472155
"1204",2014,"3203","R",1844,9401,0
"1205",2014,"3204","D",1173,7754,0.528559249786871
"1206",2014,"3204","R",756,3780,0.838624338624339
"1207",2014,"3301","D",1462,6778,0.73187414500684
"1208",2014,"3301","R",2184,11487,0.628205128205128
"1209",2014,"3302","D",3573,28277,0.630842429331094
"1210",2014,"3302","R",853,853,NA
"1211",2014,"3401","D",1129,6774,0
"1212",2014,"3402","R",518,2072,0
"1213",2014,"3403","D",464,2320,0
"1214",2014,"3403","R",2138,11336,0.685687558465856
"1215",2014,"3405","R",31,31,1
"1216",2014,"3501","D",1085,5730,0
"1217",2014,"3501","R",98,319,0.214285714285714
"1218",2014,"3502","D",2182,21716,0
"1219",2014,"3502","R",2889,26538,0.703357563170647
"1220",2014,"3601","D",291,1706,0.673539518900344
"1221",2014,"3601","R",69,414,1
"1222",2014,"3604","D",192,887,0
"1223",2014,"3611","D",854,5420,0.673302107728337
"1224",2014,"3618","D",668,2867,NA
"1225",2014,"3618","R",572,3219,0.770979020979021
"1226",2014,"3619","D",3503,31035,0.0308307165286897
"1227",2014,"3619","R",4169,40701,0.293595586471576
"1228",2014,"3620","D",201,804,0
"1229",2014,"3620","R",124,372,0
"1230",2014,"3621","D",4598,50029,0.371683340582862
"1231",2014,"3621","R",3108,26807,0.260939510939511
"1232",2014,"3623","D",3859,38846,0
"1233",2014,"3623","R",1994,14518,0.787863590772317
"1234",2014,"3624","D",7890,52619,0.562991128010139
"1235",2014,"3624","R",4127,21512,0.460867458202084
"1236",2014,"3625","D",380,2280,0
"1237",2014,"3625","R",653,3265,0
"1238",2014,"3701","R",4,4,NA
"1239",2014,"3702","D",595,4907,0.0941176470588235
"1240",2014,"3706","D",565,2825,0.465486725663717
"1241",2014,"3706","R",559,2056,0
"1242",2014,"3711","D",1,1,NA
"1243",2014,"3713","D",21,21,0
